items,iLB1027_lipid,iMK_draft17,iTps1432,Lavoie2020
PLDAGAT_MYRS_EPA_HDE_PC_4,1,1,1,0
PLDAGAT_MYRS_EPA_HDE_PC_5,1,1,1,0
PLDAGAT_MYRS_EPA_HDE_PC_6,1,1,1,0
PLDAGAT_MYRS_EPA_HDE_PC_7,1,1,1,0
PLDAGAT_MYRS_EPA_HDE_PC_8,1,1,1,0
PLDAGAT_MYRS_EPA_HDE_PE_9,1,1,1,0
PLDAGAT_MYRS_EPA_HDE_PE_10,1,1,1,0
PLDAGAT_MYRS_EPA_HDE_PE_11,1,1,1,0
PLDAGAT_MYRS_EPA_HDE_PE_12,1,1,1,0
PLDAGAT_MYRS_EPA_HDE_PE_13,1,1,1,0
PLDAGAT_MYRS_EPA_HDE_PE_14,1,1,1,0
PLDAGAT_MYRS_EPA_HDE_PE_15,1,1,1,0
PLDAGAT_MYRS_EPA_HDE_PE_16,1,1,1,0
PLDAGAT_PALM_EPA_PALM_PC_1,1,1,1,0
PLDAGAT_PALM_EPA_PALM_PC_2,1,1,1,0
PLDAGAT_PALM_EPA_PALM_PC_3,1,1,1,0
PLDAGAT_PALM_EPA_PALM_PC_4,1,1,1,0
PLDAGAT_PALM_EPA_PALM_PC_5,1,1,1,0
PLDAGAT_PALM_EPA_PALM_PC_6,1,1,1,0
PLDAGAT_PALM_EPA_PALM_PC_7,1,1,1,0
PLDAGAT_PALM_EPA_PALM_PC_8,1,1,1,0
PLDAGAT_PALM_EPA_PALM_PE_9,1,1,1,0
PLDAGAT_PALM_EPA_PALM_PE_10,1,1,1,0
PLDAGAT_PALM_EPA_PALM_PE_11,1,1,1,0
PLDAGAT_PALM_EPA_PALM_PE_12,1,1,1,0
PLDAGAT_PALM_EPA_PALM_PE_13,1,1,1,0
PLDAGAT_PALM_EPA_PALM_PE_14,1,1,1,0
PLDAGAT_PALM_EPA_PALM_PE_15,1,1,1,0
PLDAGAT_PALM_EPA_PALM_PE_16,1,1,1,0
PLDAGAT_PALM_HDE_HDE_PC_1,1,1,1,0
PLDAGAT_PALM_HDE_HDE_PC_2,1,1,1,0
PLDAGAT_PALM_HDE_HDE_PC_3,1,1,1,0
PLDAGAT_PALM_HDE_HDE_PC_4,1,1,1,0
PLDAGAT_PALM_HDE_HDE_PC_5,1,1,1,0
PLDAGAT_PALM_HDE_HDE_PC_6,1,1,1,0
PLDAGAT_PALM_HDE_HDE_PC_7,1,1,1,0
PLDAGAT_PALM_HDE_HDE_PC_8,1,1,1,0
PLDAGAT_PALM_HDE_HDE_PE_9,1,1,1,0
PLDAGAT_PALM_HDE_HDE_PE_10,1,1,1,0
PLDAGAT_PALM_HDE_HDE_PE_11,1,1,1,0
PLDAGAT_PALM_HDE_HDE_PE_12,1,1,1,0
PLDAGAT_PALM_HDE_HDE_PE_13,1,1,1,0
PLDAGAT_PALM_HDE_HDE_PE_14,1,1,1,0
PLDAGAT_PALM_HDE_HDE_PE_15,1,1,1,0
PLDAGAT_PALM_HDE_HDE_PE_16,1,1,1,0
PLDAGAT_EPA_EPA_LNA_PC_1,1,1,1,0
PLDAGAT_EPA_EPA_LNA_PC_2,1,1,1,0
PLDAGAT_EPA_EPA_LNA_PC_3,1,1,1,1
PLDAGAT_EPA_EPA_LNA_PC_4,1,1,1,0
PLDAGAT_EPA_EPA_LNA_PC_5,1,1,1,1
PLDAGAT_EPA_EPA_LNA_PC_6,1,1,1,0
PLDAGAT_EPA_EPA_LNA_PC_7,1,1,1,1
PLDAGAT_EPA_EPA_LNA_PC_8,1,1,1,0
PLDAGAT_EPA_EPA_LNA_PE_9,1,1,1,0
PLDAGAT_EPA_EPA_LNA_PE_10,1,1,1,0
PLDAGAT_EPA_EPA_LNA_PE_11,1,1,1,0
PLDAGAT_EPA_EPA_LNA_PE_12,1,1,1,0
PLDAGAT_EPA_EPA_LNA_PE_13,1,1,1,0
PLDAGAT_EPA_EPA_LNA_PE_14,1,1,1,0
PLDAGAT_EPA_EPA_LNA_PE_15,1,1,1,0
PLDAGAT_EPA_EPA_LNA_PE_16,1,1,1,0
PLDAGAT_EPA_EPA_GLNA_PC_1,1,1,1,0
PLDAGAT_EPA_EPA_GLNA_PC_2,1,1,1,0
PLDAGAT_EPA_EPA_GLNA_PC_3,1,1,1,1
PLDAGAT_EPA_EPA_GLNA_PC_4,1,1,1,0
PLDAGAT_EPA_EPA_GLNA_PC_5,1,1,1,0
PLDAGAT_EPA_EPA_GLNA_PC_6,1,1,1,0
PLDAGAT_EPA_EPA_GLNA_PC_7,1,1,1,1
PLDAGAT_EPA_EPA_GLNA_PC_8,1,1,1,0
PLDAGAT_EPA_EPA_GLNA_PE_9,1,1,1,0
PLDAGAT_EPA_EPA_GLNA_PE_10,1,1,1,0
PLDAGAT_EPA_EPA_GLNA_PE_11,1,1,1,0
PLDAGAT_EPA_EPA_GLNA_PE_12,1,1,1,0
PLDAGAT_EPA_EPA_GLNA_PE_13,1,1,1,0
PLDAGAT_EPA_EPA_GLNA_PE_14,1,1,1,0
PLDAGAT_EPA_EPA_GLNA_PE_15,1,1,1,0
PLDAGAT_EPA_EPA_GLNA_PE_16,1,1,1,0
PLDAGAT_EPA_EPA_DHA_PC_1,1,1,1,0
PLDAGAT_EPA_EPA_DHA_PC_2,1,1,1,0
PLDAGAT_EPA_EPA_DHA_PC_3,1,1,1,1
PLDAGAT_EPA_EPA_DHA_PC_4,1,1,1,0
PLDAGAT_EPA_EPA_DHA_PC_5,1,1,1,0
PLDAGAT_EPA_EPA_DHA_PC_6,1,1,1,1
PLDAGAT_EPA_EPA_DHA_PC_7,1,1,1,0
PLDAGAT_EPA_EPA_DHA_PC_8,1,1,1,0
PLDAGAT_EPA_EPA_DHA_PE_9,1,1,1,0
PLDAGAT_EPA_EPA_DHA_PE_10,1,1,1,0
PLDAGAT_EPA_EPA_DHA_PE_11,1,1,1,0
PLDAGAT_EPA_EPA_DHA_PE_12,1,1,1,0
PLDAGAT_EPA_EPA_DHA_PE_13,1,1,1,0
PLDAGAT_EPA_EPA_DHA_PE_14,1,1,1,0
PLDAGAT_EPA_EPA_DHA_PE_15,1,1,1,0
PLDAGAT_EPA_EPA_DHA_PE_16,1,1,1,0
PLDAGAT_MYRS_EPA_EPA_PC_1,1,1,1,0
PLDAGAT_MYRS_EPA_EPA_PC_2,1,1,1,0
PLDAGAT_MYRS_EPA_EPA_PC_3,1,1,1,0
PLDAGAT_MYRS_EPA_EPA_PC_4,1,1,1,0
PLDAGAT_MYRS_EPA_EPA_PC_5,1,1,1,0
PLDAGAT_MYRS_EPA_EPA_PC_6,1,1,1,0
PLDAGAT_MYRS_EPA_EPA_PC_7,1,1,1,0
PLDAGAT_MYRS_EPA_EPA_PC_8,1,1,1,0
PLDAGAT_MYRS_EPA_EPA_PE_9,1,1,1,0
PLDAGAT_MYRS_EPA_EPA_PE_10,1,1,1,0
PLDAGAT_MYRS_EPA_EPA_PE_11,1,1,1,0
PLDAGAT_MYRS_EPA_EPA_PE_12,1,1,1,0
PLDAGAT_MYRS_EPA_EPA_PE_13,1,1,1,0
PLDAGAT_MYRS_EPA_EPA_PE_14,1,1,1,0
PLDAGAT_MYRS_EPA_EPA_PE_15,1,1,1,0
PLDAGAT_MYRS_EPA_EPA_PE_16,1,1,1,0
PLDAGAT_OLE_EPA_EPA_PC_1,1,1,1,0
PLDAGAT_OLE_EPA_EPA_PC_2,1,1,1,0
PLDAGAT_OLE_EPA_EPA_PC_3,1,1,1,1
PLDAGAT_OLE_EPA_EPA_PC_4,1,1,1,0
PLDAGAT_OLE_EPA_EPA_PC_5,1,1,1,0
PLDAGAT_OLE_EPA_EPA_PC_6,1,1,1,1
PLDAGAT_OLE_EPA_EPA_PC_7,1,1,1,0
PLDAGAT_OLE_EPA_EPA_PC_8,1,1,1,0
PLDAGAT_OLE_EPA_EPA_PE_9,1,1,1,0
PLDAGAT_OLE_EPA_EPA_PE_10,1,1,1,0
PLDAGAT_OLE_EPA_EPA_PE_11,1,1,1,0
PLDAGAT_OLE_EPA_EPA_PE_12,1,1,1,0
PLDAGAT_OLE_EPA_EPA_PE_13,1,1,1,0
PLDAGAT_OLE_EPA_EPA_PE_14,1,1,1,1
PLDAGAT_OLE_EPA_EPA_PE_15,1,1,1,0
PLDAGAT_OLE_EPA_EPA_PE_16,1,1,1,0
PLDAGAT_HDE_EPA_PALM_PC_1,1,1,1,0
PLDAGAT_HDE_EPA_PALM_PC_2,1,1,1,0
PLDAGAT_HDE_EPA_PALM_PC_3,1,1,1,1
PLDAGAT_HDE_EPA_PALM_PC_4,1,1,1,0
PLDAGAT_HDE_EPA_PALM_PC_5,1,1,1,0
PLDAGAT_HDE_EPA_PALM_PC_6,1,1,1,1
PLDAGAT_HDE_EPA_PALM_PC_7,1,1,1,0
PLDAGAT_HDE_EPA_PALM_PC_8,1,1,1,0
PLDAGAT_HDE_EPA_PALM_PE_9,1,1,1,0
PLDAGAT_HDE_EPA_PALM_PE_10,1,1,1,0
PLDAGAT_HDE_EPA_PALM_PE_11,1,1,1,0
PLDAGAT_HDE_EPA_PALM_PE_12,1,1,1,0
PLDAGAT_HDE_EPA_PALM_PE_13,1,1,1,0
PLDAGAT_HDE_EPA_PALM_PE_14,1,1,1,0
PLDAGAT_HDE_EPA_PALM_PE_15,1,1,1,0
PLDAGAT_HDE_EPA_PALM_PE_16,1,1,1,0
PLDAGAT_EPA_EPA_PALM_PC_1,1,1,1,0
PLDAGAT_EPA_EPA_PALM_PC_2,1,1,1,0
PLDAGAT_EPA_EPA_PALM_PC_3,1,1,1,1
PLDAGAT_EPA_EPA_PALM_PC_4,1,1,1,0
PLDAGAT_EPA_EPA_PALM_PC_5,1,1,1,0
PLDAGAT_EPA_EPA_PALM_PC_6,1,1,1,1
PLDAGAT_EPA_EPA_PALM_PC_7,1,1,1,0
PLDAGAT_EPA_EPA_PALM_PC_8,1,1,1,0
PLDAGAT_EPA_EPA_PALM_PE_9,1,1,1,0
PLDAGAT_EPA_EPA_PALM_PE_10,1,1,1,0
PLDAGAT_EPA_EPA_PALM_PE_11,1,1,1,0
PLDAGAT_EPA_EPA_PALM_PE_12,1,1,1,0
PLDAGAT_EPA_EPA_PALM_PE_13,1,1,1,0
PLDAGAT_EPA_EPA_PALM_PE_14,1,1,1,0
PLDAGAT_EPA_EPA_PALM_PE_15,1,1,1,0
PLDAGAT_EPA_EPA_PALM_PE_16,1,1,1,0
PLDAGAT_PALM_EPA_EPA_PC_1,1,1,1,0
PLDAGAT_PALM_EPA_EPA_PC_2,1,1,1,0
PLDAGAT_PALM_EPA_EPA_PC_3,1,1,1,0
PLDAGAT_PALM_EPA_EPA_PC_4,1,1,1,0
PLDAGAT_PALM_EPA_EPA_PC_5,1,1,1,0
PLDAGAT_PALM_EPA_EPA_PC_6,1,1,1,0
PLDAGAT_PALM_EPA_EPA_PC_7,1,1,1,0
PLDAGAT_PALM_EPA_EPA_PC_8,1,1,1,0
PLDAGAT_PALM_EPA_EPA_PE_9,1,1,1,0
PLDAGAT_PALM_EPA_EPA_PE_10,1,1,1,0
PLDAGAT_PALM_EPA_EPA_PE_11,1,1,1,0
PLDAGAT_PALM_EPA_EPA_PE_12,1,1,1,0
PLDAGAT_PALM_EPA_EPA_PE_13,1,1,1,0
PLDAGAT_PALM_EPA_EPA_PE_14,1,1,1,0
PLDAGAT_PALM_EPA_EPA_PE_15,1,1,1,0
PLDAGAT_PALM_EPA_EPA_PE_16,1,1,1,0
PLDAGAT_HDE_EPA_HDE_PC_1,1,1,1,0
PLDAGAT_HDE_EPA_HDE_PC_2,1,1,1,0
PLDAGAT_HDE_EPA_HDE_PC_3,1,1,1,1
PLDAGAT_HDE_EPA_HDE_PC_4,1,1,1,0
PLDAGAT_HDE_EPA_HDE_PC_5,1,1,1,0
PLDAGAT_HDE_EPA_HDE_PC_6,1,1,1,1
PLDAGAT_HDE_EPA_HDE_PC_7,1,1,1,0
PLDAGAT_HDE_EPA_HDE_PC_8,1,1,1,0
PLDAGAT_HDE_EPA_HDE_PE_9,1,1,1,0
PLDAGAT_HDE_EPA_HDE_PE_10,1,1,1,0
PLDAGAT_HDE_EPA_HDE_PE_11,1,1,1,0
PLDAGAT_HDE_EPA_HDE_PE_12,1,1,1,0
PLDAGAT_HDE_EPA_HDE_PE_13,1,1,1,0
PLDAGAT_HDE_EPA_HDE_PE_14,1,1,1,0
PLDAGAT_HDE_EPA_HDE_PE_15,1,1,1,0
PLDAGAT_HDE_EPA_HDE_PE_16,1,1,1,0
PLDAGAT_HDE_HDE_HDE_PC_1,1,1,1,0
PLDAGAT_HDE_HDE_HDE_PC_2,1,1,1,0
PLDAGAT_HDE_HDE_HDE_PC_3,1,1,1,1
PLDAGAT_HDE_HDE_HDE_PC_4,1,1,1,0
PLDAGAT_HDE_HDE_HDE_PC_5,1,1,1,0
PLDAGAT_HDE_HDE_HDE_PC_6,1,1,1,1
PLDAGAT_HDE_HDE_HDE_PC_7,1,1,1,0
PLDAGAT_HDE_HDE_HDE_PC_8,1,1,1,0
PLDAGAT_HDE_HDE_HDE_PE_9,1,1,1,0
PLDAGAT_HDE_HDE_HDE_PE_10,1,1,1,0
PLDAGAT_HDE_HDE_HDE_PE_11,1,1,1,0
PLDAGAT_HDE_HDE_HDE_PE_12,1,1,1,0
PLDAGAT_HDE_HDE_HDE_PE_13,1,1,1,0
PLDAGAT_HDE_HDE_HDE_PE_14,1,1,1,0
PLDAGAT_HDE_HDE_HDE_PE_15,1,1,1,0
PLDAGAT_HDE_HDE_HDE_PE_16,1,1,1,0
PLDAGAT_HDE_EPA_EPA_PC_1,1,1,1,0
PLDAGAT_HDE_EPA_EPA_PC_2,1,1,1,0
PLDAGAT_HDE_EPA_EPA_PC_3,1,1,1,1
PLDAGAT_HDE_EPA_EPA_PC_4,1,1,1,0
PLDAGAT_HDE_EPA_EPA_PC_5,1,1,1,0
PLDAGAT_HDE_EPA_EPA_PC_6,1,1,1,1
PLDAGAT_HDE_EPA_EPA_PC_7,1,1,1,0
PLDAGAT_HDE_EPA_EPA_PC_8,1,1,1,0
PLDAGAT_HDE_EPA_EPA_PE_9,1,1,1,0
PLDAGAT_HDE_EPA_EPA_PE_10,1,1,1,0
PLDAGAT_HDE_EPA_EPA_PE_11,1,1,1,0
PLDAGAT_HDE_EPA_EPA_PE_12,1,1,1,0
PLDAGAT_HDE_EPA_EPA_PE_13,1,1,1,0
PLDAGAT_HDE_EPA_EPA_PE_14,1,1,1,1
PLDAGAT_HDE_EPA_EPA_PE_15,1,1,1,0
PLDAGAT_HDE_EPA_EPA_PE_16,1,1,1,0
PLDAGAT_EPA_EPA_ARA_PC_1,1,1,1,0
PLDAGAT_EPA_EPA_ARA_PC_2,1,1,1,0
PLDAGAT_EPA_EPA_ARA_PC_3,1,1,1,1
PLDAGAT_EPA_EPA_ARA_PC_4,1,1,1,0
PLDAGAT_EPA_EPA_ARA_PC_5,1,1,1,0
PLDAGAT_EPA_EPA_ARA_PC_6,1,1,1,0
PLDAGAT_EPA_EPA_ARA_PC_7,1,1,1,1
PLDAGAT_EPA_EPA_ARA_PC_8,1,1,1,0
PLDAGAT_EPA_EPA_ARA_PE_9,1,1,1,0
PLDAGAT_EPA_EPA_ARA_PE_10,1,1,1,0
PLDAGAT_EPA_EPA_ARA_PE_11,1,1,1,0
PLDAGAT_EPA_EPA_ARA_PE_12,1,1,1,0
PLDAGAT_EPA_EPA_ARA_PE_13,1,1,1,0
PLDAGAT_EPA_EPA_ARA_PE_14,1,1,1,0
PLDAGAT_EPA_EPA_ARA_PE_15,1,1,1,0
PLDAGAT_EPA_EPA_ARA_PE_16,1,1,1,0
PLDAGAT_EPA_EPA_EPA_PC_1,1,1,1,0
PLDAGAT_EPA_EPA_EPA_PC_2,1,1,1,0
PLDAGAT_EPA_EPA_EPA_PC_3,1,1,1,1
PLDAGAT_EPA_EPA_EPA_PC_4,1,1,1,0
PLDAGAT_EPA_EPA_EPA_PC_5,1,1,1,0
PLDAGAT_EPA_EPA_EPA_PC_6,1,1,1,1
PLDAGAT_EPA_EPA_EPA_PC_7,1,1,1,0
PLDAGAT_EPA_EPA_EPA_PC_8,1,1,1,0
PLDAGAT_EPA_EPA_EPA_PE_9,1,1,1,0
PLDAGAT_EPA_EPA_EPA_PE_10,1,1,1,0
PLDAGAT_EPA_EPA_EPA_PE_11,1,1,1,0
PLDAGAT_EPA_EPA_EPA_PE_12,1,1,1,0
PLDAGAT_EPA_EPA_EPA_PE_13,1,1,1,0
PLDAGAT_EPA_EPA_EPA_PE_14,1,1,1,1
PLDAGAT_EPA_EPA_EPA_PE_15,1,1,1,0
PLDAGAT_EPA_EPA_EPA_PE_16,1,1,1,0
TAGAH_HDE_ARA_ARA,1,1,1,1
TAGAH_HDE_MYRS_GLNA,1,1,1,0
TAGAH_PALM_PALM_GLNA,1,1,1,0
TAGAH_MYRS_ARA_HDE,1,1,1,0
TAGAH_OLE_HDE_OLE,1,1,1,1
TAGAH_OLE_PALM_PALM,1,1,1,1
TAGAH_PALM_ARA_PALM,1,1,1,0
TAGAH_HDE_MYRS_LNA,1,1,1,0
TAGAH_PALM_PALM_LNA,1,1,1,0
TAGAH_LNA_EPA_ARA,1,1,1,0
TAGAH_LNA_EPA_LNA,1,1,1,0
TAGAH_LNA_EPA_GLNA,1,1,1,0
TAGAH_MYRS_MYRS_HDE,1,1,1,0
TAGAH_PALM_MYRS_PALM,1,1,1,0
TAGAH_DHA_EPA_ARA,1,1,1,1
TAGAH_DHA_EPA_DHA,1,1,1,1
TAGAH_MYRS_EPA_GLNA,1,1,1,0
TAGAH_PALM_HDE_GLNA,1,1,1,0
TAGAH_LNA_PALM_HDE,1,1,1,0
TAGAH_MYRS_EPA_DHA,1,1,1,0
TAGAH_MYRS_EPA_LNA,1,1,1,0
TAGAH_OLE_EPA_DHA,1,1,1,1
TAGAH_HDE_PALM_LNA,1,1,1,1
TAGAH_MYRS_EPA_ARA,1,1,1,0
TAGAH_MYRS_EPA_MYRS,1,1,1,0
TAGAH_OLE_PALM_HDE,1,1,1,1
TAGAH_HDE_ARA_PALM,1,1,1,1
TAGAH_HDE_MYRS_PALM,1,1,1,0
TAGAH_PALM_PALM_PALM,1,1,1,0
TAGAH_PALM_EPA_ARA,1,1,1,0
TAGAH_PALM_EPA_GLNA,1,1,1,0
TAGAH_HDE_HDE_GLNA,1,1,1,1
TAGAH_PALM_EPA_DHA,1,1,1,0
TAGAH_PALM_EPA_LNA,1,1,1,0
TAGAH_HDE_HDE_LNA,1,1,1,1
TAGAH_MYRS_EPA_PALM,1,1,1,0
TAGAH_OLE_HDE_HDE,1,1,1,1
TAGAH_HDE_ARA_HDE,1,1,1,1
TAGAH_PALM_HDE_PALM,1,1,1,0
TAGAH_HDE_MYRS_HDE,1,1,1,0
TAGAH_HDE_EPA_GLNA,1,1,1,1
TAGAH_HDE_EPA_ARA,1,1,1,1
TAGAH_HDE_EPA_DHA,1,1,1,1
TAGAH_HDE_EPA_LNA,1,1,1,1
TAGAH_HDE_EPA_OLE,1,1,1,1
TAGAH_MYRS_EPA_HDE,1,1,1,0
TAGAH_PALM_EPA_PALM,1,1,1,0
TAGAH_PALM_HDE_HDE,1,1,1,0
TAGAH_EPA_EPA_LNA,1,1,1,1
TAGAH_EPA_EPA_GLNA,1,1,1,1
TAGAH_EPA_EPA_DHA,1,1,1,1
TAGAH_MYRS_EPA_EPA,1,1,1,0
TAGAH_OLE_EPA_EPA,1,1,1,1
TAGAH_HDE_EPA_PALM,1,1,1,1
TAGAH_EPA_EPA_PALM,1,1,1,1
TAGAH_PALM_EPA_EPA,1,1,1,0
TAGAH_HDE_EPA_HDE,1,1,1,1
TAGAH_HDE_HDE_HDE,1,1,1,1
TAGAH_HDE_EPA_EPA,1,1,1,1
TAGAH_EPA_EPA_ARA,1,1,1,1
TAGAH_EPA_EPA_EPA,1,1,1,1
DAGAH_MYRS_MYRS,1,1,1,0
DAGAH_MYRS_PALM,1,1,1,0
DAGAH_MYRS_HDE,1,1,1,0
DAGAH_MYRS_STC,1,1,1,0
DAGAH_MYRS_OLE,1,1,1,0
DAGAH_MYRS_EPA,1,1,1,0
DAGAH_MYRS_DHA,1,1,1,0
DAGAH_PALM_MYRS,1,1,1,0
DAGAH_PALM_PALM,1,1,1,0
DAGAH_PALM_HDE,1,1,1,0
DAGAH_PALM_STC,1,1,1,0
DAGAH_PALM_OLE,1,1,1,0
DAGAH_PALM_EPA,1,1,1,0
DAGAH_PALM_DHA,1,1,1,0
DAGAH_HDE_MYRS,1,1,1,0
DAGAH_HDE_PALM,1,1,1,1
DAGAH_HDE_HDE,1,1,1,1
DAGAH_HDE_STC,1,1,1,1
DAGAH_HDE_OLE,1,1,1,1
DAGAH_HDE_EPA,1,1,1,1
DAGAH_HDE_DHA,1,1,1,1
DAGAH_STC_MYRS,1,1,1,0
DAGAH_STC_PALM,1,1,1,0
DAGAH_STC_HDE,1,1,1,0
DAGAH_STC_STC,1,1,1,0
DAGAH_STC_OLE,1,1,1,0
DAGAH_STC_EPA,1,1,1,0
DAGAH_STC_DHA,1,1,1,0
DAGAH_OLE_MYRS,1,1,1,0
DAGAH_OLE_PALM,1,1,1,1
DAGAH_OLE_HDE,1,1,1,1
DAGAH_OLE_STC,1,1,1,1
DAGAH_OLE_OLE,1,1,1,1
DAGAH_OLE_EPA,1,1,1,1
DAGAH_OLE_DHA,1,1,1,1
DAGAH_EPA_MYRS,1,1,1,0
DAGAH_EPA_PALM,1,1,1,1
DAGAH_EPA_HDE,1,1,1,1
DAGAH_EPA_STC,1,1,1,1
DAGAH_EPA_OLE,1,1,1,1
DAGAH_EPA_EPA,1,1,1,1
DAGAH_EPA_DHA,1,1,1,1
DAGAH_DHA_MYRS,1,1,1,0
DAGAH_DHA_PALM,1,1,1,1
DAGAH_DHA_HDE,1,1,1,1
DAGAH_DHA_STC,1,1,1,1
DAGAH_DHA_OLE,1,1,1,1
DAGAH_DHA_EPA,1,1,1,1
DAGAH_DHA_DHA,1,1,1,1
DAGAH_MYRS_LNA,1,1,1,0
DAGAH_PALM_LNA,1,1,1,0
DAGAH_HDE_LNA,1,1,1,1
DAGAH_STC_LNA,1,1,1,0
DAGAH_LNA_MYRS,1,1,1,0
DAGAH_LNA_PALM,1,1,1,0
DAGAH_LNA_HDE,1,1,1,0
DAGAH_LNA_STC,1,1,1,0
DAGAH_LNA_OLE,1,1,1,0
DAGAH_LNA_LNA,1,1,1,1
DAGAH_OLE_LNA,1,1,1,0
DAGAH_LNA_EPA,1,1,1,0
DAGAH_LNA_DHA,1,1,1,0
DAGAH_EPA_LNA,1,1,1,1
DAGAH_DHA_LNA,1,1,1,0
DAGAH_MYRS_GLNA,1,1,1,0
DAGAH_PALM_GLNA,1,1,1,0
DAGAH_HDE_GLNA,1,1,1,1
DAGAH_STC_GLNA,1,1,1,0
DAGAH_LNA_GLNA,1,1,1,0
DAGAH_OLE_GLNA,1,1,1,0
DAGAH_EPA_GLNA,1,1,1,1
DAGAH_DHA_GLNA,1,1,1,0
DAGAH_MYRS_ALNA,1,1,1,0
DAGAH_PALM_ALNA,1,1,1,0
DAGAH_HDE_ALNA,1,1,1,1
DAGAH_STC_ALNA,1,1,1,0
DAGAH_LNA_ALNA,1,1,1,0
DAGAH_OLE_ALNA,1,1,1,0
DAGAH_EPA_ALNA,1,1,1,1
DAGAH_DHA_ALNA,1,1,1,0
DAGAH_MYRS_ARA,1,1,1,0
DAGAH_PALM_ARA,1,1,1,0
DAGAH_HDE_ARA,1,1,1,1
DAGAH_STC_ARA,1,1,1,0
DAGAH_LNA_ARA,1,1,1,0
DAGAH_OLE_ARA,1,1,1,0
DAGAH_EPA_ARA,1,1,1,1
DAGAH_DHA_ARA,1,1,1,0
MAGAH140,1,1,1,0
MAGAH160,1,1,1,0
MAGAH1619Z,1,1,1,1
MAGAH180,1,1,1,0
MAGAH1819Z,1,1,1,1
MAGAH2055Z8Z11Z14Z17Z,1,1,1,1
MAGAH2264Z7Z10Z13Z16Z19Z,1,1,1,1
MAGAH1829Z12Z,1,1,1,1
PLA2PA_EPA_MYRS,1,1,1,1
PLA2PA_EPA_PALM,1,1,1,1
PLA2PA_EPA_HDE,1,1,1,1
PLA2PA_EPA_STC,1,1,1,1
PLA2PA_EPA_OLE,1,1,1,1
PLA2PA_EPA_EPA,1,1,1,1
PLA2PA_EPA_DHA,1,1,1,1
PLA2PA_EPA_LNA,1,1,1,1
PLA2PA_EPA_GLNA,1,1,1,1
PLA2PA_EPA_ALNA,1,1,1,1
PLA2PA_EPA_ARA,1,1,1,1
EPALPAt,1,1,1,1
G3PAT160h,1,1,0,0
AGPATACP_MYRS_PALM,1,1,1,1
AGPATACP_MYRS_HDE,1,1,1,1
AGPAT160h,1,1,0,0
AGPATACP_HDE_PALM,1,1,1,1
AGPATACP_HDE_HDE,1,1,1,1
AGPAT1819Z160h,1,1,0,0
AGPAT1819Z1619Zh,1,1,0,0
AGPATACP_EPA_PALM,1,1,1,1
AGPATACP_EPA_HDE,1,1,1,1
PAPA_HDE_HDE,1,1,1,1
PAPA1819Z160h,1,1,0,0
PAPA1819Z1619Zh,1,1,0,0
GALE,1,1,1,1
MGDGS_MYRS_PALM,1,1,1,0
MGDGS_MYRS_HDE,1,1,1,0
MGDGS_HDE_PALM,1,1,1,1
MGDGS_HDE_HDE,1,1,1,1
MGDGS1819Z160,1,1,0,0
MGDGS1819Z1619Z,1,1,0,0
MGDGS_EPA_PALM,1,1,1,0
MGDGS_EPA_HDE,1,1,1,1
MGDGD12DS_MYRS_HDDE_sn2,1,1,1,0
MGDGD12DS_HDE_HDDE_sn2,1,1,1,1
MGDGD12DS_OLE_HDDE_sn2,1,1,1,0
MGDGD12DS_EPA_HDDE_sn2,1,1,1,1
MGDGD6DS_MYRS_HDTE_sn2,1,1,1,0
MGDGD6DS_HDE_HDTE_sn2,1,1,1,1
MGDGD6DS_OLE_HDTE_sn2,1,1,1,0
MGDGD6DS_EPA_HDTE_sn2,1,1,1,1
MGDGD15DS_EPA_HDTTE_sn2,1,1,1,1
DGDGS_HDE_PALM,1,1,1,0
DGDGS_HDE_HDE,1,1,1,0
DGDGS1819Z1619Z,1,1,0,0
DGDGS_EPA_PALM,1,1,1,0
DGDGS_EPA_HDE,1,1,1,1
DGDGS_OLE_HDDE,1,1,1,0
DGDGS_EPA_HDDE,1,1,1,1
DGDGS_OLE_HDTE,1,1,1,0
DGDGS_EPA_HDTE,1,1,1,0
SQDGS_MYRS_PALM,1,1,1,1
SQDGS_MYRS_HDE,1,1,1,1
SQDGS_HDE_PALM,1,1,1,1
SQDGS_HDE_HDE,1,1,0,0
SQDGS_EPA_PALM,1,1,0,1
SQDGS_EPA_HDE,1,1,1,0
CDPDAGS_OLE_PALM,1,1,0,0
PGPS_PALM_PALM,1,1,1,1
PGPS_HDE_PALM,1,1,1,1
PGPS_OLE_PALM,1,1,1,0
PGPS_EPA_PALM,1,1,1,1
PGPP_PALM_PALM,1,1,1,1
PGPP_HDE_PALM,1,1,1,1
PGPP_OLE_PALM,1,1,1,0
PGPP_EPA_PALM,1,1,1,1
PGD3TDS_PALM_HDE3T,1,1,1,0
PGD3TDS_HDE_HDE3T,1,1,1,0
PGD3TDS_OLE_HDE3T,1,1,0,0
PGD3TDS_EPA_HDE3T,1,1,1,1
GGGT_HDE_PALM_1,1,1,1,0
GGGT_HDE_PALM_2,1,1,1,0
GGGT_HDE_PALM_3,1,1,1,0
GGGT_HDE_PALM_4,1,1,1,0
GGGT_HDE_PALM_5,1,1,1,0
GGGT_HDE_PALM_6,1,1,1,0
GGGT_HDE_PALM_7,1,1,1,0
GGGT_HDE_PALM_8,1,1,1,0
